area,section,page,address,address_hex,length_hex,type,rio_confidence,description
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 2008,FFFFF0D82008,4,F,explicit_or_general,Scratch Pad float element 2. Additional float elements follow in order on even 4 hex boundaries. Total at this address: 1024. Additional 9216 starting at address FFFF F0DC 0000
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 2FFC,FFFFF0D82FFC,4,F,explicit_or_general,Scratch Pad float element 1023.
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 3000,FFFFF0D83000,2,UI,explicit_or_general,"Scratch Pad string element 0: Length (integer). If length is not written here, it is automatically calculated by counting to the first null."
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 3002,FFFFF0D83002,80,S-PL,explicit_or_general,Scratch Pad string element 0: String
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 3082,FFFFF0D83082,2,UI,explicit_or_general,"Scratch Pad string element 1: Length (integer). If length is not written here, it is automatically calculated by counting to the first null."
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 3084,FFFFF0D83084,80,S-PL,explicit_or_general,Scratch Pad string element 1: String
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 3104,FFFFF0D83104,2,UI,explicit_or_general,"Scratch Pad string element 2: Length (integer). If length is not written here, it is automatically calculated by counting to the first null."
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 3106,FFFFF0D83106,80,S-PL,explicit_or_general,Scratch Pad string element 2: String Additional string elements follow in order on even 82 hex boundaries. Total: 64.
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 4FFE,FFFFF0D84FFE,2,UI,explicit_or_general,"Scratch Pad string element 63: Length (integer). If length is not written here, it is automatically calculated by counting to the first null."
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0D8 5000,FFFFF0D85000,80,S-PL,explicit_or_general,Scratch Pad string element 63: String Last valid address in this section: FFFF F0D8 507F
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DA 0000,FFFFF0DA0000,4,I,explicit_or_general,Scratch Pad 32-bit Integer element 1024
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DA 0004,FFFFF0DA0004,4,I,explicit_or_general,Scratch Pad 32-bit Integer element 1025
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DA 0008,FFFFF0DA0008,4,I,explicit_or_general,Scratch Pad 32-bit Integer element 1026 Additional 32-bit Integer elements follow in order on even 4 hex boundaries. Total at this address: 9216. Elements 0–1023 start at address FFFF F0D8 1000
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DA 8FFC,FFFFF0DA8FFC,4,I,explicit_or_general,"Scratch Pad 32-bit Integer element 10,239 Last valid address in this section: FFFF F0DA 1FFFF"
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DC 0000,FFFFF0DC0000,4,F,explicit_or_general,Scratch Pad float element 1024
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DC 0004,FFFFF0DC0004,4,F,explicit_or_general,Scratch Pad float element 1025
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DC 0008,FFFFF0DC0008,4,F,explicit_or_general,Scratch Pad float element 1026 Additional float elements follow in order on even 4 hex boundaries. Total at this address: 9216. Elements 0–1023 start at address FFFF F0D8 2000
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DC 8FFC,FFFFF0DC8FFC,4,F,explicit_or_general,"Scratch Pad float element 10,239 Last valid address in this section: FFFF F0DC 8FFF"
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DE 0000,FFFFF0DE0000,8,M,explicit_or_general,Scratch Pad 64-bit Integer element 0
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DE 0008,FFFFF0DE0008,8,M,explicit_or_general,Scratch Pad 64-bit Integer element 1
scratch_pad,SCRATCH PAD—READ/WRITE,169,FFFF F0DE 0010,FFFFF0DE0010,8,M,explicit_or_general,Scratch Pad 64-bit Integer element 2 Additional 64-bit Integer elements follow in order on even 8 hex boundaries. Total at this address: 1024
scratch_pad,(OLD) DIGITAL READ AND CLEAR—READ ONLY,170,FFFF F0DE 1FF8,FFFFF0DE1FF8,8,M,explicit_or_general,Scratch Pad 64-bit Integer element 1023 Last valid address in this section: FFFF F0DE 1FFF Last valid address for this area: FFFF F0DC 81FF
streaming_ro,(OLD) ANALOG READ AND CLEAR/RESTART—READ ONLY,171,FFFF F0F8 0000,FFFFF0F80000,4,F,explicit_or_general,"Module 0, Channel 0 (0,0): Min Data (float) UIO EIO SIO E2"
streaming_ro,STREAMING—READ ONLY,172,FFFF F0F8 0004,FFFFF0F80004,4,F,explicit_or_general,"0,1: Min Data (float) Additional channels follow in order on even 4 hex boundaries."
streaming_ro,STREAMING—READ ONLY,172,FFFF F0F8 00FC,FFFFF0F800FC,4,F,explicit_or_general,"15,3: Min Data (float)"
streaming_ro,STREAMING—READ ONLY,172,FFFF F0F8 0100,FFFFF0F80100,4,F,explicit_or_general,"0,0: Max Data (float)"
streaming_ro,STREAMING—READ ONLY,172,FFFF F0F8 0104,FFFFF0F80104,4,F,explicit_or_general,"0,1: Max Data (float) Additional channels follow in order on even 4 hex boundaries."
streaming_ro,STREAMING—READ ONLY,172,FFFF F0F8 01FC,FFFFF0F801FC,4,F,explicit_or_general,"15,3: Max Data (float) Last valid address for this area: FFFF F0F8 01FF 3 Packed Data areas put large amounts of related data into one area of the memory map so it's faster and easier to read in one transaction."
streaming_ro,ANALOG EU OR DIGITAL COUNTER (FEATURE) PACKED DATA—READ,173,FFFF F100 0000,FFFFF1000000,100,F,explicit_or_general,"Analog Engineering Units data for 64 channels (float). Includes the first four channels on 16 analog modules; if an analog module has more than four channels, data is included for channels 0-3 only."
streaming_ro,ANALOG EU OR DIGITAL COUNTER (FEATURE) PACKED DATA—READ,173,FFFF F100 0100,FFFFF1000100,100,UI,explicit_or_general,Digital channel feature data (unsigned integer). Feature data for each channel depends upon the channel configuration.
streaming_ro,ANALOG EU OR DIGITAL COUNTER (FEATURE) PACKED DATA—READ,173,FFFF F100 0200,FFFFF1000200,8,M,explicit_or_general,State of 4-channel digital channels. (Does not include high-density digital channels.) 0 = Off; 1 = On.
streaming_ro,ANALOG EU OR DIGITAL COUNTER (FEATURE) PACKED DATA—READ,173,FFFF F100 0208,FFFFF1000208,8,M,explicit_or_general,Digital on-latches. (Does not include high-density digital channels.) 0 = Off; 1 = On.
streaming_ro,ANALOG EU OR DIGITAL COUNTER (FEATURE) PACKED DATA—READ,173,FFFF F100 0210,FFFFF1000210,8,M,explicit_or_general,Digital off-latches. (Does not include high-density digital channels.) 0 = Off; 1 = On.
streaming_ro,ANALOG EU OR DIGITAL COUNTER (FEATURE) PACKED DATA—READ,173,FFFF F100 0218,FFFFF1000218,8,M,explicit_or_general,"Active counters (mask). Last valid address for this area: FFFF F100 021F 4 A channel address is “unused” when an I/O module has fewer channels than the number of addresses reserved for them in the memory map. For example, if memory addresses have been reserved for 32 channels and the I/O module in that position has only 2 channels, two channel addresses will be used for storing data and the 30 unused addresses will report a NaN."
streaming_ro,STREAMING—READ ONLY,172,FFFF F100 0300,FFFFF1000300,800,F/UI,explicit_or_general,"High-density channel data. Can accommodate up to 512 channels (32 channels for each of 16 modules). Analog channels: the value in Engineering Units (float). Digital channels: feature data (unsigned integer). Feature data for each digital channel depends on channel configuration. Note that groov “simple” I/O modules support only the state digital feature; for details, see “Selecting Configuration Values for I/O Channel Features” on page 52."
streaming_ro,STREAMING—READ ONLY,172,FFFF F100 0B00,FFFFF1000B00,40,M,explicit_or_general,Digital channel state. 0 = Off; 1 = On. Up to 32 channels on 16 modules.
streaming_ro,STREAMING—READ ONLY,172,FFFF F100 0B40,FFFFF1000B40,40,M,explicit_or_general,Digital channel on-latches. 0 = Off; 1 = On. Up to 32 channels on 16 modules.
streaming_ro,STREAMING—READ ONLY,172,FFFF F100 0B80,FFFFF1000B80,40,M,explicit_or_general,Digital channel off-latches. 0 = Off; 1 = On. Up to 32 channels on 16 modules.
streaming_ro,STREAMING—READ ONLY,172,FFFF F100 0BC0,FFFFF1000BC0,40,M,explicit_or_general,"Channel present. Indicates whether a channel is present in the specified location. Present = 1; not present = 0. Up to 32 channels on 16 modules. PR1/2 RIO PAC-R EB UIO EIO SIO G4EB2 Addresses for PAC-R, EB, UIO, EIO, SIO, and G4EB2 Devices"
packed_digital,ANALOG EU OR DIGITAL COUNTER (FEATURE) PACKED DATA—READ,173,FFFF F100 1000,FFFFF1001000,4,F/UI,explicit_or_general,"Module 0, Channel 0 (0,0): If analog channel: value in EU; if digital channel, digital counter value (counter must be configured as channel feature). PR1/2 RIO PAC-R EB SB E2 G4EB2"
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 1004,FFFFF1001004,4,F/UI,explicit_or_general,"0,1: Analog channel value or digital counter value"
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 1008,FFFFF1001008,4,F/UI,explicit_or_general,"0,2: Analog channel value or digital counter value"
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 100C,FFFFF100100C,4,F/UI,explicit_or_general,"0,3: Analog channel value or digital counter value"
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 1010,FFFFF1001010,4,F/UI,explicit_or_general,"0,4: Analog channel value or digital counter value"
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 1014,FFFFF1001014,4,F/UI,explicit_or_general,"0,5: Analog channel value or digital counter value Additional channels follow in order on 4 hex boundaries. Additional modules follow in order on 80 hex boundaries. Last valid address for this area: FFFF F100 17FF At address: F1001800 F1001803 These bit numbers: 7 6 5 4 3 2 1 0 7 6 5 4 3 2 1 0 Show data for these channels: 31 30 29 28 27 26 25 24 7 6 5 4 3 2 1 0 At address: F1001800 F1001801 F1001802 F1001803 These bit numbers: [ignore] [ignore] 7 6 5 4 3 2 1 0 7 6 5 4 3 2 1 0 Show this data: [zeros— ignore] [zeros— ignore] Counter? Counter? Counter? Counter? Off-latch Off-latch Off-latch Off-latch On-latch On-latch On-latch On-latch State State State State On this channel: – – 3 2 1 0 3 2 1 0 3 2 1 0 3 2 1 0"
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 1800,FFFFF1001800,4,M,explicit_or_general,"Module 0. If high-density module, shows states of all channels. If 4-channel module, shows state, whether on-latch and off-latch are set, and whether channel is a configured as a counter."
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 1804,FFFFF1001804,4,M,explicit_or_general,Module 1 (same)
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 1808,FFFFF1001808,4,M,explicit_or_general,Module 2 (same)
packed_digital,DIGITAL PACKED DATA—READ/WRITE,174,FFFF F100 180C,FFFFF100180C,4,M,explicit_or_general,Module 3 (same) Last valid address for this area: FFFF F100 183F PR1/2 RIO PAC-R EB SB G4EB2
quality,COMMUNICATIONS PORT CONFIGURATION—READ/WRITE,128,FFFF F100 2000,FFFFF1002000,8,M,explicit,"Quality indicators present. Bitmask shows which modules have at least one channel reporting a quality indicator code. This area supports up to 64 modules. A bit in this mask will clear only when no channels in the module have a quality indicator. If a channel has a value of 1 in address space FFFF F010 0074, its quality indicators are not counted in toward the module’s total number of indicators present. (See “(Expanded) Analog & Digital Channel Configuration—Read/Write” on page 113.)"
quality,COMMUNICATIONS PORT CONFIGURATION—READ/WRITE,128,FFFF F100 2008,FFFFF1002008,78,–,explicit,Reserved
quality,COMMUNICATIONS PORT CONFIGURATION—READ/WRITE,128,FFFF F100 2080,FFFFF1002080,4,UI,explicit,"(0,0) Quality indicator code for Module 0, Channel 0. For a description and list of valid quality indicator codes, see “Quality Indicators” on page 213."
quality,COMMUNICATIONS PORT CONFIGURATION—READ/WRITE,128,FFFF F100 2084,FFFFF1002084,4,UI,explicit,"(0,1): Quality indicator code for Module 0, Channel 1"
quality,COMMUNICATIONS PORT CONFIGURATION—READ/WRITE,128,FFFF F100 2088,FFFFF1002088,4,UI,explicit,"(0,2): Quality indicator code for Module 0, Channel 2"
quality,COMMUNICATIONS PORT CONFIGURATION—READ/WRITE,128,FFFF F100 208C,FFFFF100208C,4,UI,explicit,"(0,3): Quality indicator code for Module 0, Channel 3 Additional channels follow in order on 4 hex boundaries. Additional modules follow in order on 100 hex boundaries. Last valid address for this area: FFFF F100 607F"
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,177,FFFF F120 0000,FFFFF1200000,4,UI,explicit_snmp_marked,"[Applies to SNMP on groov products] Message 0: Current message state. Messages become active when Scratch Pad conditions are met. To acknowledge receipt of an active message, write a 2 to this address. The message will not be sent again until the conditions are met again. 0 = Inactive, 1 = Active, 2 = Acknowledged"
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,177,FFFF F120 0024,FFFFF1200024,4,B,explicit_snmp_marked,[Applies to SNMP on groov products] Message 0: Enable SNMP trap (Boolean). 0 = disable; 1= enable
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,177,FFFF F120 0028,FFFFF1200028,4,UI,explicit_snmp_marked,[Applies to SNMP on groov products] Message 0: SNMP trap period in seconds 0 = send once; 604800 = maximum
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,177,FFFF F120 002C,FFFFF120002C,4,UI,explicit_snmp_marked,[Applies to SNMP on groov products] Message 0: SNMP trap type
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,177,FFFF F120 0040,FFFFF1200040,80,S-ZT,explicit_snmp_marked,"[Applies to SNMP on groov products] Message 0: Message text. Limited to 127 characters. Used with email, serial, and (optional) SNMP messages. For memory map copying, source memory map address or data goes here. In SNAP (not groov) products, plugins can be used in message text; see page 75 for information."
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,177,FFFF F120 00C0,FFFFF12000C0,4,UI,explicit_snmp_marked,"[Applies to SNMP on groov products] Message 1: Current message state 0 = Inactive, 1 = Active, 2 = Acknowledged"
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,178,FFFF F120 00E4,FFFFF12000E4,4,B,explicit_snmp_marked,[Applies to SNMP on groov products] Message 1: Enable SNMP trap (Boolean). 0 = disable; 1 = enable
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,178,FFFF F120 00E8,FFFFF12000E8,4,UI,explicit_snmp_marked,[Applies to SNMP on groov products] Message 1: SNMP trap period in seconds 0 = send once; 604800 = maximum
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,178,FFFF F120 00EC,FFFFF12000EC,4,UI,explicit_snmp_marked,[Applies to SNMP on groov products] Message 1: SNMP trap type
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,178,FFFF F120 0100,FFFFF1200100,80,S-ZT,explicit_snmp_marked,"[Applies to SNMP on groov products] Message 1: Message text. Limited to 127 characters. Used with email, serial, and (optional) SNMP messages. For memory map copying, source memory map address or data goes here. In SNAP (not groov) products, plugins can be used in message text; see page 75 for information. Additional messages follow in order."
event_message_partial,EVENT MESSAGE CONFIGURATION—READ/WRITE,178,FFFF F120 5F40,FFFFF1205F40,4,UI,explicit_snmp_marked,[Applies to SNMP on groov products] Message 127: Current message state
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 8000,FFFFF1808000,8,M,explicit,Module 0: Channel state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 8008,FFFFF1808008,8,M,explicit,Module 0: On-latch state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 8010,FFFFF1808010,8,M,explicit,Module 0: Off-latch state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 8018,FFFFF1808018,28,–,explicit,Module 0: Reserved
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 8040,FFFFF1808040,8,M,explicit,Module 1: Channel state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 8048,FFFFF1808048,8,M,explicit,Module 1: On-latch state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 8050,FFFFF1808050,8,M,explicit,Module 1: Off-latch state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 8058,FFFFF1808058,28,–,explicit,Module 1: Reserved Additional modules follow in order on even 40 hex boundaries.
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 83C0,FFFFF18083C0,8,M,explicit,Module 15: Channel state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 83C8,FFFFF18083C8,8,M,explicit,Module 15: On-latch state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 83D0,FFFFF18083D0,8,M,explicit,Module 15: Off-latch state. 0 = Off; 1 = On
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 83D8,FFFFF18083D8,28,–,explicit,Module 15: Reserved
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 9000,FFFFF1809000,4,UI,explicit,"Module 0, Channel 0 (0,0): Counter value"
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 9004,FFFFF1809004,4,UI,explicit,"0,1: Counter value"
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 9008,FFFFF1809008,4,UI,explicit,"0,2: Counter value Additional channels follow in order on even 4 hex boundaries."
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 9100,FFFFF1809100,4,UI,explicit,"1,0: Counter value"
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 9104,FFFFF1809104,4,UI,explicit,"1,1: Counter value"
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 9108,FFFFF1809108,4,UI,explicit,"1,2; Counter value Additional channels and modules follow in order."
hd_digital_read,HIGH-DENSITY DIGITAL—READ ONLY,183,FFFF F180 9F00,FFFFF1809F00,4,UI,explicit,"15,0: Counter value Last valid address for this area: FFFF F180 9FFE PR1/2 RIO PAC-R EB SB UIO EIO SIO"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A000,FFFFF180A000,8,M,explicit,"Module 0: On-latch state. Reading: 0 = Off; 1 = On Writing: 0 = Ignore, 1 = Clear"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A008,FFFFF180A008,8,M,explicit,"Module 0: Off-latch state. 0 = Off; 1 = On Writing: 0 = Ignore, 1 = Clear"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A010,FFFFF180A010,10,–,explicit,Module 0: Reserved
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A020,FFFFF180A020,8,M,explicit,"Module 1: On-latch state. 0 = Off; 1 = On Writing: 0 = Ignore, 1 = Clear"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A028,FFFFF180A028,8,M,explicit,"Module 1: Off-latch state. 0 = Off; 1 = On Writing: 0 = Ignore, 1 = Clear"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A030,FFFFF180A030,10,–,explicit,Module 1: Reserved Additional modules follow in order on even 20 hex boundaries.
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A1E0,FFFFF180A1E0,8,M,explicit,"Module 15: On-latch state. 0 = Off; 1 = On Writing: 0 = Ignore, 1 = Clear"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A1E8,FFFFF180A1E8,8,M,explicit,"Module 15: Off-latch state. 0 = Off; 1 = On Writing: 0 = Ignore, 1 = Clear"
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 A1F0,FFFFF180A1F0,10,–,explicit,Module 15: Reserved
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B000,FFFFF180B000,4,UI,explicit,"Module 0, Channel 0 (0,0): Returns counter value and sets counter to zero."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B004,FFFFF180B004,4,UI,explicit,"0,1: Returns counter value and sets counter to zero."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B008,FFFFF180B008,4,UI,explicit,"0,2: Returns counter value and sets counter to zero. Additional channels follow in order on even 4 hex boundaries."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B100,FFFFF180B100,4,UI,explicit,"1,0: Returns counter value and sets counter to zero."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B104,FFFFF180B104,4,UI,explicit,"1,1: Returns counter value and sets counter to zero."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 B108,FFFFF180B108,4,UI,explicit,"1,2: Returns counter value and sets counter to zero. Additional channels and modules follow in order."
hd_digital_read_clear,HIGH-DENSITY DIGITAL READ AND CLEAR—READ/WRITE,184,FFFF F180 BF00,FFFFF180BF00,4,UI,explicit,"15,0: Returns counter value and sets counter to zero. Last valid address for this area: FFFF F180 BFFE PR1/2 RIO PAC-R EB SB UIO EIO SIO"
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C000,FFFFF180C000,8,M,explicit,Module 0: On mask (bitmask representing channels to turn on.) 1 = Turn on; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C008,FFFFF180C008,8,M,explicit,Module 0: Off mask (bitmask representing channels to turn off.) 1 = Turn off; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C010,FFFFF180C010,30,–,explicit,Module 0: Reserved
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C040,FFFFF180C040,8,M,explicit,Module 1: On mask (bitmask representing channels to turn on.) 1 = Turn on; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C048,FFFFF180C048,8,M,explicit,Module 1: Off mask (bitmask representing channels to turn off.) 1 = Turn off; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C050,FFFFF180C050,30,–,explicit,Module 1: Reserved Additional modules follow in order on even 40 hex boundaries.
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C3C0,FFFFF180C3C0,8,M,explicit,Module 15: On mask (bitmask representing channels to turn on.) 1 = Turn on; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C3C8,FFFFF180C3C8,8,M,explicit,Module 15: Off mask (bitmask representing channels to turn off.) 1 = Turn off; 0 = Ignore
hd_digital_write,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F180 C3D0,FFFFF180C3D0,30,–,explicit,Module 15: Reserved Last valid address for this area: FFFF F180 C3FE PR1/2 RIO PAC-R EB SB UIO EIO SIO
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,185,FFFF F200 0000,FFFFF2000000,4,F,explicit,PID 0: Current value for Error (Input – Setpoint) PR1/2 RIO PAC-R EB SB UIO EIO
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0004,FFFFF2000004,4,F,explicit,PID 0: Current value for P (gain) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0008,FFFFF2000008,4,F,explicit,PID 0: Current value for I (integral) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 000C,FFFFF200000C,4,F,explicit,PID 0: Current value for D (derivative) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0010,FFFFF2000010,4,F,explicit,PID 0: Current value for Integral
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0014,FFFFF2000014,14,–,explicit,Reserved for internal use
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0028,FFFFF2000028,4,UI,explicit,PID 0: Scan counter
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 002C,FFFFF200002C,4,UI,explicit,PID 0: Status flags: 1 = Input is below Input low scale; 2 = Input is above Input high scale; 4 = Output has been forced to a predetermined level because input is out of range.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0030,FFFFF2000030,4,UI,explicit,PID 0: Status bits ON. Used to control individual Status flag bits. Write a 1 to turn the bit on.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0034,FFFFF2000034,4,UI,explicit,PID 0: Status bits OFF. Used to control individual Status flag bits. Write a 1 to clear the bit.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0038,FFFFF2000038,4,F,explicit,PID 0: Input value used for the last calculation. Read-only; do not write.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 003C,FFFFF200003C,14,–,explicit,Reserved
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0050,FFFFF2000050,4,F,explicit,PID 1: Current value for Error (Input – Setpoint)
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0054,FFFFF2000054,4,F,explicit,PID 1: Current value for P (gain) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0058,FFFFF2000058,4,F,explicit,PID 1: Current value for I (integral) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 005C,FFFFF200005C,4,F,explicit,PID 1: Current value for D (derivative) contribution
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0060,FFFFF2000060,4,F,explicit,PID 1: Current value for Integral
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0064,FFFFF2000064,14,–,explicit,Reserved for internal use
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0078,FFFFF2000078,4,UI,explicit,PID 1: Scan counter
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 007C,FFFFF200007C,4,UI,explicit,PID 1: Status flags: 1 = PV low; 2 = PV high; 4 = output forced
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0080,FFFFF2000080,4,UI,explicit,PID 1: Status bits ON. Used to control individual Status flag bits. Write a 1 to turn the bit on.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0084,FFFFF2000084,4,UI,explicit,PID 1: Status bits OFF. Used to control individual Status flag bits. Write a 1 to clear the bit.
pid_status,PID CONFIGURATION AND STATUS—READ/WRITE,186,FFFF F200 0088,FFFFF2000088,4,F,explicit,PID 1: Input value used for the last calculation. Read-only; do not write.
